REPORT NUMBER,PRIMARY TRAFFICWAY,INTERSECTING TRAFFICWAY,DATETIME,LONGITUDE,LATITUDE,is_dry,is_light,is_clear,is_hit_run,is_workzone,is_child,impaired,speeding,driver_16_25,driver_65_plus,severity
E987128,MARTIN LUTHER KING JR WAY S,,2019-11-25 11:41:00,-122.28640479490934,47.547509025190166,1,1,0,0,0,0,0,0,0,0,3
3289397,MARTIN LUTHER KING JR WAY S,S ANGEL PL,2019-05-26 17:26:00,-122.2847445501015,47.544574496685904,1,1,0,1,0,1,0,0,0,0,3
3329446,MARTIN LUTHER KING JR WAY S,S BAYVIEW ST,2018-06-22 19:00:00,-122.29701613436579,47.58126887343802,0,0,0,1,0,0,0,0,0,0,2
3810941,MARTIN LUTHER KING JR WAY S,S BAYVIEW ST,2018-09-01 18:38:00,-122.29701613436579,47.58126887343802,1,1,0,1,0,0,1,0,0,0,3
E712153,MARTIN LUTHER KING JR WAY S,S COLUMBIAN WAY,2017-09-06 18:53:00,-122.29481893242566,47.56284583359073,1,1,0,0,0,1,0,0,0,0,2
3579039,MARTIN LUTHER KING JR WAY S,S EDMUNDS ST,2017-10-25 14:51:00,-122.29220102703385,47.55868384756745,1,1,0,0,0,1,0,0,0,0,3
3803368,MARTIN LUTHER KING JR WAY S,S NORFOLK ST,2019-12-24 12:31:00,-122.27889429580674,47.513382285126816,1,1,0,0,0,0,0,0,0,0,3
3814897,MARTIN LUTHER KING JR WAY S,S OTHELLO ST,2019-04-01 07:28:00,-122.28127410373163,47.53705476543283,1,1,0,0,0,0,0,0,0,1,3
3703985,MARTIN LUTHER KING JR WAY S,S TRENTON ST,2017-05-17 07:50:00,-122.27877183268899,47.524269019183315,1,1,0,1,0,0,0,0,0,0,2
3764682,MARTIN LUTHER KING JR WAY S,S WEBSTER ST,2017-09-04 19:48:00,-122.28090583203111,47.53537805445522,1,1,0,0,0,0,0,0,0,0,3
E719685,MARTIN LUTHER KING JR WAY S,S WILLOW ST,2017-09-30 18:13:00,-122.28307703747917,47.54068928538473,1,1,0,0,0,0,0,0,0,0,2
E982362,MELROSE AVE,,2019-10-23 17:07:00,-122.32790052401161,47.616411837331256,1,1,0,0,0,0,0,0,0,0,3
3814265,MELROSE AVE,E OLIVE WAY,2018-09-11 17:49:00,-122.32790028041262,47.61666377235739,1,1,0,0,0,0,0,0,1,0,3
3795366,MELROSE AVE E,E DENNY WAY,2019-09-05 08:16:00,-122.32788828618595,47.61849981074046,1,1,0,1,0,0,0,0,0,0,2
E901145,MEMORIAL WAY NE,,2019-02-26 09:29:00,-122.30955477555925,47.66060035230694,1,1,0,0,0,0,0,0,0,0,2
E987780,MERCER ST,,2019-11-25 20:00:00,-122.33272572699397,47.62428205566953,1,0,1,1,0,0,0,0,0,0,3
3750624,MERCER ST,,2019-08-01 18:20:00,-122.35661497752625,47.62457953340649,1,1,0,1,0,0,0,0,0,0,3
E973666,MERCER ST,ALLEY,2019-10-01 08:45:00,-122.33517302293683,47.62473825209574,1,1,0,0,0,0,0,0,0,0,3
E750706,MERCER ST,ALLEYWAY,2017-12-20 18:15:00,-122.3482369973597,47.62457236522354,0,0,0,1,0,0,0,0,0,0,3
3753505,MERCER ST,BOREN AVE N,2017-05-18 19:11:00,-122.33584630673374,47.624547757310935,1,1,0,0,0,0,0,0,0,0,2
EA52826,MERCER ST,DEXTER AVE N,2020-08-05 19:31:00,-122.34235341432876,47.62443553297013,1,1,1,0,0,0,0,0,1,0,1
E855478,MERCER ST,TAYLOR AVE N,2018-10-30 06:06:00,-122.34627097083697,47.62449080706139,1,0,0,0,0,0,0,0,0,0,2
3746751,MERCER ST,TAYLOR AVE N,2017-07-28 21:23:00,-122.34627097083697,47.62449080706139,1,0,0,0,0,0,0,0,0,0,2
E909959,MERIDIAN AVE N,,2019-04-05 14:39:00,-122.33401904048094,47.70969006334863,1,1,0,0,0,0,0,0,0,0,3
3762265,MERIDIAN AVE N,,2016-11-08 16:51:00,-122.33391650997845,47.70408447557722,1,0,0,1,0,0,0,0,0,0,3
E682803,MERIDIAN AVE N,N 117TH ST,2017-05-07 16:43:00,-122.33409699164223,47.71411623980216,1,1,0,0,0,1,0,0,0,0,3
E993399,MERIDIAN AVE N,N 44TH ST,2019-12-14 12:54:00,-122.33375476364816,47.66027799124093,0,1,0,0,0,0,0,0,0,0,2
3769259,MERIDIAN AVE N,N NORTHLAKE WAY,2016-09-22 07:45:00,-122.3339286569805,47.64694860027112,1,1,0,0,0,0,0,0,0,1,1
E744984,MERIDIAN AVE N      BG TRAIL,N NORTHLAKE WAY,2017-10-11 09:15:00,-122.33390806592382,47.64686787265269,1,1,0,0,0,0,0,0,0,0,3
3583921,MINOR AVE N,REPUBLICAN ST,2018-02-24 16:47:00,-122.3330233122157,47.62312874763167,1,1,0,0,0,0,0,0,0,0,2
EA47309,N 103RD ST,ALLEY,2020-07-14 12:47:00,-122.35482240855434,47.703632412448464,1,1,1,0,0,0,0,0,0,0,3
3754247,N 105TH ST,PHINNEY AVE N,2019-09-06 20:23:00,-122.35411763672482,47.70508672330125,1,0,0,0,0,0,0,0,0,0,3
E895798,N 107TH ST,GREENWOOD AVE N,2019-02-18 18:10:00,-122.35545341402108,47.70688890432087,1,0,0,0,0,0,0,0,0,0,3
E829349,N 109TH ST,,2018-08-14 15:05:00,-122.34996819020806,47.70795857517686,1,1,0,0,0,0,0,0,0,0,2
E940594,N 109TH ST,FREMONT AVE N,2019-06-29 13:19:00,-122.35013265078587,47.70795569656689,1,1,0,0,0,0,0,0,0,0,2
E604221,N 122ND ST,DENSMORE AVE N,2016-11-02 07:57:00,-122.33730994217326,47.717115221761176,0,1,0,0,0,0,0,0,0,0,2
3751357,N 125TH ST,,2018-07-17 19:46:00,-122.34282480590235,47.71957753506226,1,1,0,0,0,0,0,0,0,0,3
3751161,N 125TH ST,INTERURBAN TRAIL,2018-06-17 10:05:00,-122.34883399634546,47.71957698447636,1,1,0,0,0,0,0,0,0,0,3
EA54837,N 125TH ST,INTERURBAN TRAIL,2020-07-31 12:51:00,-122.34884371326376,47.719577159752326,1,1,1,0,0,0,0,0,0,1,1
E933944,N 130TH ST,LINDEN AVE N,2019-06-01 19:56:00,-122.34817476491003,47.72323867986882,1,1,0,0,0,0,0,0,0,0,2
3751137,N 145TH ST,,2018-06-12 06:20:00,-122.34587674411718,47.734133255003,1,1,0,0,0,0,0,0,0,0,3
3646206,N 34TH ST,,2019-04-07 15:06:00,-122.3446526027235,47.648789263504234,1,1,0,0,0,0,0,0,0,0,2
E793047,N 34TH ST,,2018-04-28 12:48:00,-122.3433715390622,47.64859558195391,0,1,0,0,0,0,0,0,0,0,3
3731663,N 34TH ST,FREMONT AVE N,2016-12-04 20:33:00,-122.34975241991012,47.64956673289757,1,0,0,0,0,0,1,0,0,0,2
E884645,N 34TH ST,STONE WAY N,2019-01-11 17:20:00,-122.3427823925948,47.64850376480482,1,0,0,0,0,0,0,0,0,0,3
E791797,N 34TH ST,STONE WAY N,2018-04-24 08:45:00,-122.3427823925948,47.64850376480482,1,1,0,1,0,0,0,0,0,0,2
E820475,N 34TH ST,TROLL AVE N,2018-07-11 16:16:00,-122.34745085618823,47.64921106930209,1,1,0,0,0,0,0,0,1,0,3
3796132,N 34TH ST,TROLL AVE N,2019-04-02 17:04:00,-122.34745085618823,47.64921106930209,0,1,0,0,0,0,0,0,0,0,3
E899944,N 34TH ST,TROLL AVE N,2019-03-05 08:00:00,-122.34745085618823,47.64921106930209,1,1,0,0,1,0,0,0,0,0,2
3753850,N 36TH ST,,2019-08-08 11:59:00,-122.35278608266408,47.651850126337905,1,1,0,0,0,0,0,0,0,0,3
E925711,N 36TH ST,FREMONT AVE N,2019-05-17 08:01:00,-122.34992834860276,47.65133572477823,0,1,0,0,0,0,0,0,0,0,1
E686745,N 44TH ST,DAYTON AVE N,2017-04-27 18:38:00,-122.35206959216953,47.660217350139455,1,0,0,0,0,0,0,0,0,0,3
3730698,N 45TH ST,,2017-04-27 19:10:00,-122.3283933230522,47.66137194232592,1,1,0,0,0,0,0,0,0,0,3
3762321,N 45TH ST,,2016-12-02 17:55:00,-122.32859184977534,47.66135355994001,0,0,0,0,0,0,0,0,0,0,3
3694245,N 45TH ST,,2017-05-31 20:05:00,-122.33924673506098,47.66137690497234,1,1,0,0,0,0,0,0,1,0,3
E693035,N 45TH ST,EASTERN AVE N,2017-07-12 19:11:00,-122.32897648924276,47.66136779605614,1,1,0,0,0,0,0,0,0,1,2
3762482,N 45TH ST,EASTERN AVE N,2016-09-20 16:45:00,-122.32897640717259,47.661367769923146,1,1,0,0,0,0,0,0,0,0,3
E963569,N 46TH ST,PHINNEY AVE N,2019-08-28 17:09:00,-122.35398446846816,47.66212970877542,1,1,0,0,0,1,0,0,0,0,3
3769800,N 49TH ST,STONE WAY N,2017-02-24 07:20:00,-122.34075052161306,47.66428075978329,1,1,0,1,0,0,0,0,0,0,3
3787174,N 50TH ST,,2016-10-10 09:00:00,-122.35354978636465,47.66505305053778,1,0,0,0,0,0,0,0,0,0,3
E668882,N 50TH ST,MIDVALE AVE N,2017-05-05 08:50:00,-122.34372743583631,47.6650197443186,1,1,0,1,0,0,0,0,0,0,3
3376165,N 50TH ST,PHINNEY AVE N,2017-07-14 17:29:00,-122.35428661308333,47.665179101835605,1,1,0,0,0,0,0,0,0,0,3
3694382,N 50TH ST,PHINNEY AVE N,2019-06-29 17:21:00,-122.35428128768919,47.66518469767775,1,1,0,0,0,0,0,0,0,0,3
3810459,N 56TH ST,1ST AVE NE,2019-05-28 16:59:00,-122.32825456474414,47.66935806847594,1,1,0,0,0,1,0,0,1,0,2
3769807,N 80TH ST,,2016-09-10 09:45:00,-122.35142393381497,47.68693668508457,1,1,0,0,0,0,0,0,0,0,3
E790862,N 80TH ST,DENSMORE AVE N,2018-04-19 17:15:00,-122.33785859395854,47.68691875603956,1,1,0,1,0,0,0,0,0,0,3
3694339,N 80TH ST,GREEN LAKE DR N,2017-07-11 19:30:00,-122.34043457997693,47.68693576585842,1,1,0,0,0,0,0,0,0,1,3
3751044,N 80TH ST,WALLINGFORD AVE N,2018-05-30 19:20:00,-122.33643240826744,47.68692992366125,1,1,0,1,0,0,0,0,1,0,3
E690125,N 88TH ST,INTERLAKE AVE N,2017-07-06 18:41:00,-122.34022260306928,47.69237974062247,1,1,0,0,0,0,0,0,0,0,3
E836068,N 92ND ST,DAYTON AVE N,2018-08-02 08:27:00,-122.35265558984874,47.696023688122025,1,1,0,0,0,0,0,0,0,0,3
EA42661,N 92ND ST,MERIDIAN PL N,2020-06-18 16:32:00,-122.3325353175808,47.69593972307862,1,1,1,0,0,0,0,0,1,0,3
EA30659,N 97TH ST,LINDEN AVE N,2020-04-17 20:18:00,-122.34731959246132,47.699637695696765,1,0,1,0,0,0,0,0,0,0,3
3855232,N MARKET ST,N 46TH ST,2020-05-10 14:03:00,-122.35653843839104,47.6625667293289,1,1,1,0,0,0,0,0,0,0,1
3751103,N NORTHGATE WAY,,2018-07-30 19:45:00,-122.33278458276892,47.7086592035137,1,1,0,1,0,0,0,0,0,0,3
3751306,N NORTHGATE WAY,N 107TH ST,2018-07-31 08:35:00,-122.33618062679153,47.70687174542022,1,1,0,0,0,0,0,0,1,0,3
3694188,N NORTHLAKE WAY,,2017-08-05 12:50:00,-122.3356045058915,47.64682721492712,1,1,0,0,0,0,0,0,0,0,3
3747967,N NORTHLAKE WAY,,2017-07-21 16:05:00,-122.33140721521713,47.64985399928103,1,1,0,0,0,0,0,0,0,0,3
3887726,N NORTHLAKE WAY,,2020-07-17 15:26:00,-122.3426599450344,47.648139239771645,1,1,1,0,0,0,0,0,0,0,3
E790863,N NORTHLAKE WAY,,2018-04-20 16:55:00,-122.3416067368137,47.64793955540804,1,1,0,1,0,0,0,0,0,0,3
3694596,N NORTHLAKE WAY,BURKE GILMAN TRL,2017-08-31 10:18:00,-122.33519740989293,47.64682478914446,0,1,0,0,0,0,0,0,0,0,3
3701649,N NORTHLAKE WAY,DENSMORE AVE N,2017-03-24 17:17:00,-122.33756341600244,47.646829780014755,0,1,0,1,0,0,0,0,0,0,3
E952858,N NORTHLAKE WAY,DENSMORE AVE N,2019-08-22 10:03:00,-122.33756341600244,47.646829780014755,1,1,0,0,0,0,0,0,0,1,3
3762462,N NORTHLAKE WAY,MERIDIAN AVE N,2016-12-16 18:05:00,-122.33390806592382,47.64686787265269,1,0,0,0,0,0,0,0,0,0,3
E986172,N NORTHLAKE WAY,MERIDIAN AVE N,2019-11-19 18:06:00,-122.33391377753598,47.64693125839685,1,0,0,0,0,0,0,0,1,0,2
3854890,N NORTHLAKE WAY BURK TRAIL,MERIDIAN AVE N,2020-08-13 18:00:00,-122.33390806498062,47.64686784524829,1,1,1,0,0,0,0,0,0,0,3
E855547,NE 115TH ST,38TH AVE NE,2018-10-23 07:47:00,-122.28789062241563,47.71188681350645,1,1,0,0,0,1,0,0,0,0,2
E805303,NE 125TH ST,,2018-06-05 16:14:00,-122.30466441964037,47.71935236260799,1,1,0,0,0,0,0,0,1,0,2
E968387,NE 125TH ST,20TH AVE NE,2019-09-26 16:24:00,-122.3072786694175,47.71936577978218,1,1,0,0,0,0,0,0,0,0,2
E723362,NE 125TH ST,23RD AVE NE,2017-10-03 08:26:00,-122.30454169648117,47.71935179029105,1,1,0,0,0,0,0,0,0,0,2
E674651,NE 125TH ST,30TH AVE NE,2017-05-23 07:05:00,-122.29630194261557,47.71929630882953,1,1,0,0,0,0,0,0,0,1,3
E587059,NE 125TH ST,ROOSEVELT WAY NE,2016-09-21 08:00:00,-122.31812829624401,47.71978158358349,1,1,0,1,0,0,0,0,0,0,3
3747855,NE 40TH ST,1ST AVE NE,2017-04-26 07:19:00,-122.32789388742225,47.65554129587019,1,1,0,0,0,0,0,0,0,0,3
3590635,NE 40TH ST,2ND AVE NE,2019-03-21 09:46:00,-122.32682129636844,47.65553275471793,1,1,0,0,0,0,0,0,0,1,3
E812535,NE 40TH ST,2ND AVE NE,2018-06-17 14:46:00,-122.32682129636844,47.65553275471793,1,1,0,0,0,0,0,0,1,0,2
E616424,NE 40TH ST,4TH AVE NE,2016-12-01 16:08:00,-122.32452547720499,47.65551925917698,1,0,0,0,0,0,0,0,0,0,2
3694139,NE 40TH ST,BURKE GILLMAN TRAIL,2018-03-16 15:20:00,-122.31880433512782,47.655441247913984,0,1,0,0,0,0,0,0,0,0,2
3707721,NE 42ND ST,ROOSEVELT WAY NE,2018-12-13 09:29:00,-122.31780546127493,47.657528806737,0,1,0,0,0,0,0,0,0,0,2
E973037,NE 45TH ST,,2019-10-18 12:03:00,-122.32802114706573,47.661369628284625,1,1,0,0,0,0,0,0,1,0,2
E924033,NE 45TH ST,,2019-05-02 17:50:00,-122.3280696688379,47.66137023930391,1,1,0,0,0,0,0,0,0,0,3
3754279,NE 45TH ST,11TH AVE NE,2018-01-19 14:23:00,-122.3165794145413,47.66129981823674,0,1,0,0,0,0,0,0,1,0,2
E774216,NE 45TH ST,17TH AVE NE,2018-02-27 13:51:00,-122.30969090038869,47.661267014786766,1,1,0,0,0,0,0,0,0,0,3
3708220,NE 45TH ST,2ND AVE NE,2017-01-31 06:55:00,-122.32724138673204,47.661359765554806,1,0,0,0,0,0,0,0,1,0,3
3705781,NE 45TH ST,THACKERAY PL NE,2017-11-10 09:44:00,-122.32617243034186,47.66135173556102,1,1,0,0,0,1,0,0,0,0,2
E811703,NE 47TH ST,,2018-06-13 17:06:00,-122.31976421746091,47.66312228888656,0,1,0,0,0,0,0,0,1,0,3
3694344,NE 47TH ST,,2017-07-13 20:08:00,-122.31400426429046,47.66311282601612,1,1,0,0,0,0,0,0,0,0,2
3591220,NE 47TH ST,ROOSEVELT WAY NE,2018-10-12 08:28:00,-122.31742047739637,47.66311976010105,1,1,0,0,0,0,0,0,0,0,2
3706621,NE 50TH ST,44TH AVE NE,2017-09-10 07:01:00,-122.28052987575434,47.664881927454836,1,0,0,0,0,0,0,0,1,0,3
E855029,NE 52ND ST,15TH AVE NE,2018-10-28 15:12:00,-122.31193508548353,47.66644720297851,0,1,0,0,0,0,0,0,1,0,3
E813282,NE 55TH ST,29TH AVE NE,2018-06-26 17:25:00,-122.29619783863026,47.66852820543552,1,1,0,0,0,0,0,0,0,0,2
3762859,NE 63RD ST,ROOSEVELT WAY NE,2018-01-19 07:29:00,-122.31736651744629,47.67416277945723,0,1,0,0,0,0,0,0,0,1,2
E947908,NE 65TH ST,,2019-07-20 19:06:00,-122.29967962302449,47.6757772250042,1,1,0,0,0,0,0,0,0,0,3
E898322,NE 65TH ST,12TH AVE NE,2019-02-25 21:17:00,-122.31566154658437,47.675825764374466,1,0,0,0,0,0,0,0,1,0,2
3810309,NE 65TH ST,12TH AVE NE,2019-06-25 07:40:00,-122.31566154658437,47.675825764374466,1,1,0,0,0,0,0,0,0,0,3
E943742,NE 65TH ST,15TH AVE NE,2019-05-15 09:13:00,-122.3119463689454,47.675797194311464,1,1,0,0,0,0,0,0,0,0,2
E862200,NE 65TH ST,16TH AVE NE,2018-11-02 08:25:00,-122.31086252365228,47.6757977780819,0,1,0,0,0,0,0,0,1,0,3
E681091,NE 65TH ST,19TH AVE NE,2017-06-11 16:25:00,-122.30764649810901,47.6758278184773,1,1,0,0,0,0,0,0,0,0,2
3751278,NE 65TH ST,25TH AVE NE,2018-07-02 11:21:00,-122.30064650313516,47.675777808677225,1,1,0,0,0,0,0,0,0,0,3
3754259,NE 65TH ST,26TH AVE NE,2018-01-30 05:51:00,-122.29958453117297,47.67577682628085,1,0,0,0,0,0,0,0,0,0,2
3736662,NE 65TH ST,8TH AVE NE,2017-09-13 07:46:00,-122.320081564355,47.67585375941172,1,1,0,1,0,0,0,0,0,0,3
3784781,NE 65TH ST,9TH AVE NE,2017-01-14 08:30:00,-122.31870954776166,47.675845801819555,1,1,0,0,0,0,0,0,0,0,3
3762568,NE 65TH ST,BURKE GILMAN TRL,2017-03-02 14:15:00,-122.26656857628292,47.67573388711413,1,1,0,0,0,0,0,0,0,0,2
EA10272,NE 65TH ST,BURKE-GILMAN TRL,2020-01-28 09:22:00,-122.26656857537387,47.67573385970956,0,1,0,0,0,0,0,0,0,0,3
E918212,NE 65TH ST,LATONA AVE NE,2019-05-01 18:58:00,-122.32574254108437,47.67592100147746,1,1,0,0,0,0,0,0,1,0,2
E814604,NE 65TH ST,NE RAVENNA BLVD,2018-07-03 15:40:00,-122.32233852510643,47.67587478943961,1,1,0,0,0,0,0,0,0,0,2
3748069,NE 65TH ST,NE RAVENNA BLVD,2017-03-22 16:24:00,-122.32185944421893,47.67587387601981,1,1,0,1,0,0,0,0,0,0,2
EA24635,NE 68TH ST,,2020-03-06 09:16:00,-122.32159485354252,47.678027576663595,0,1,0,0,0,0,0,0,0,0,2
3796439,NE 70TH ST,BURKE-GILMAN TRL,2019-06-11 19:16:00,-122.26530454170545,47.67936591080729,1,1,0,0,0,0,0,0,0,1,2
E835734,NE 70TH ST,BURKE-GILMAN TRL,2018-09-06 18:45:00,-122.26530454170545,47.67936591080729,1,1,0,0,0,0,0,0,0,0,2
E835376,NE 70TH ST,BURKE-GILMAN TRL,2018-09-05 17:06:00,-122.26530453988856,47.67936585599826,1,1,0,0,0,0,0,0,1,0,2
E961960,NE 70TH ST,BURKE-GILMAN TRL,2019-09-03 18:17:00,-122.26530454170545,47.67936591080729,1,0,0,0,0,0,0,0,0,0,3
E861130,NE 71ST ST,,2018-11-09 16:52:00,-122.322491135142,47.68022509914868,1,0,0,0,0,0,0,0,0,0,3
E655707,NE 71ST ST,WOODLAWN AVE NE,2017-01-03 15:00:00,-122.32455839687142,47.67982200371167,1,1,0,1,0,0,0,0,0,0,3
E814325,NE 75TH ST,,2018-05-25 08:22:00,-122.29735921023148,47.683055727370146,1,1,0,0,0,0,0,0,0,0,3
E992400,NE 80TH ST,20TH AVE NE,2019-12-04 16:35:00,-122.30678386834188,47.68668410486231,1,0,0,0,0,0,0,0,0,0,2
E814611,NE 80TH ST,8TH AVE NE,2018-07-04 12:14:00,-122.32025955778717,47.68676374051854,1,1,0,0,0,1,0,0,0,0,3
E925178,NE 80TH ST ALLEY WAY E OF,15TH AVE NE,2019-05-03 21:00:00,-122.31162329881818,47.68668244597679,0,0,0,0,0,0,0,0,0,0,3
EA30550,NE 88TH ST,12TH AVE NE,2020-04-20 09:42:00,-122.314895555968,47.69221875547311,1,1,1,0,0,0,0,0,0,0,3
3705696,NE 95TH ST,23RD AVE NE,2018-03-11 17:55:00,-122.30420009141234,47.697551371533244,1,1,0,0,0,0,0,0,0,0,2
3806043,NE CAMPUS PKWY,12TH AVE NE,2019-11-02 16:20:00,-122.31556294857619,47.65623803384684,1,1,0,0,0,0,0,0,0,0,3
E858811,NE PACIFIC ST,15TH AVE NE,2018-11-06 15:26:00,-122.31245146425424,47.65298880026889,1,1,0,0,0,0,0,0,0,0,3
E597799,NE PACIFIC ST,15TH AVE NE,2016-10-18 10:45:00,-122.3124514651865,47.65298882767339,1,1,0,0,0,0,0,0,0,1,3
3751281,NE PACIFIC ST,15TH AVE NE,2019-07-25 14:58:00,-122.31245146425424,47.65298880026889,1,1,0,0,0,0,0,0,0,0,3
EA07931,NE PACIFIC ST,BURKE GILMAN BIKE TRAIL,2020-01-23 09:09:00,-122.3256988475951,47.654847321916684,0,1,0,0,0,0,0,0,1,0,3
E821419,NE PACIFIC ST,LATONA AVE NE,2018-07-25 06:47:00,-122.3256988051572,47.654847267742454,1,1,0,0,0,0,0,0,0,0,3
3751130,NE PACIFIC ST,NE BOAT ST,2018-06-07 19:20:00,-122.3174434696647,47.65363080454847,1,1,0,0,0,0,0,0,0,0,3
E826829,NE PACIFIC ST,UNIVERSITY WAY NE,2018-08-10 22:30:00,-122.31335242862002,47.65340281462561,1,0,0,0,0,0,0,0,0,0,3
E710603,NE RAVENNA BLVD,NE 70TH ST,2017-09-09 06:00:00,-122.32481152111869,47.6790288006868,1,0,0,0,0,0,0,0,0,0,2
E907966,NE RAVENNA BLVD,ROOSEVELT WAY NE,2019-04-03 19:32:00,-122.31737627794325,47.67200170235134,1,0,0,0,0,0,0,0,0,0,3
E828052,NE UNIVERSITY VILLAGE ST,25TH AVE NE,2018-07-31 15:16:00,-122.30089645709452,47.66329580684005,1,1,0,0,0,0,0,0,1,0,2
E778160,NORTHGATE MALL THRU WAY,NORTHGATE MALL PLOT,2018-03-12 11:24:00,-122.32409398916357,47.70706687957878,1,1,0,0,0,0,0,0,0,1,3
3810514,NW 40TH ST,LEARY WAY NW,2019-05-07 21:58:00,-122.36192245223252,47.65604571965186,1,0,0,0,0,0,1,0,0,0,3
E829500,NW 42ND ST,BURKE GILMAN TRL,2018-08-15 10:32:00,-122.36477121848012,47.65776557608623,1,1,0,0,0,0,0,0,0,0,3
3577049,NW 45TH ST,11TH AVE NW,2018-03-14 19:21:00,-122.37077995485956,47.661505575788084,1,0,0,0,0,0,0,0,0,1,2
3737147,NW 45TH ST,8TH AVE NW,2016-11-18 23:49:00,-122.36618647464952,47.66148467667935,1,0,0,0,0,0,0,0,0,0,2
3810515,NW 46TH ST,LEARY WAY NW,2019-05-30 21:15:00,-122.36787342579372,47.66219170724907,1,0,0,0,0,0,0,0,0,0,3
E681103,NW 49TH ST,8TH AVE NW,2017-06-11 17:54:00,-122.36617457975834,47.66437518634983,1,1,0,0,0,0,0,0,0,0,3
3708219,NW 57TH ST,15TH AVE NW,2016-12-23 13:07:00,-122.37620145704174,47.6701667120551,0,1,0,1,0,0,0,0,0,0,3
3705879,NW 57TH ST,8TH AVE NW,2017-12-08 07:53:00,-122.36617753743903,47.67015272182688,1,0,0,0,0,0,0,0,0,0,3
E955228,NW 58TH ST,,2019-08-24 13:46:00,-122.39246733758115,47.67090855812372,1,1,0,0,0,0,0,0,0,0,2
E892737,NW 58TH ST,20TH AVE NW,2019-01-14 07:15:00,-122.38214471373634,47.67090546673995,1,0,0,0,0,0,0,0,0,0,2
E695534,NW 59TH ST,14TH AVE NW,2017-07-26 18:46:00,-122.37366468541327,47.671640574537676,1,1,0,0,0,0,0,0,1,0,3
EA26056,NW 59TH ST,32ND AVE NW,2020-03-21 09:00:00,-122.39836754667603,47.67168862033608,1,1,0,0,0,0,0,0,0,1,3
E685917,NW 65TH ST,8TH AVE NW,2017-06-23 11:05:00,-122.36604135927682,47.675982175014376,1,1,0,0,0,0,0,0,1,0,3
E642443,NW 73RD ST,10TH AVE NW,2017-02-14 08:20:00,-122.36940852726312,47.68142964467307,1,1,0,0,0,0,0,0,0,0,1
E861436,NW 77TH ST,,2018-11-14 09:30:00,-122.36079832920417,47.68472422009265,0,1,0,1,0,0,0,0,0,0,3
EA55841,NW 77TH ST,3RD AVE NW,2020-07-13 15:15:00,-122.3606485611363,47.68472370017956,1,1,1,0,0,0,0,0,0,0,3
E745325,NW 80TH ST,,2017-12-09 15:58:00,-122.38681691068511,47.686799461235,1,1,0,0,0,0,0,0,0,0,2
E844747,NW 80TH ST,9TH AVE NW,2018-09-30 17:20:00,-122.36832454590352,47.686910665647915,1,1,0,0,0,1,0,0,0,0,3
3501763,NW 82ND ST,,2017-05-09 17:39:00,-122.36034236320693,47.68838458570041,1,1,0,0,0,1,0,0,0,0,3
3787172,NW 90TH ST,3RD AVE NW,2016-10-04 19:36:00,-122.36068863450697,47.69423767631924,0,0,0,0,0,0,0,0,0,0,2
EA28316,NW DOCK PL,LEARY AVE NW,2020-04-06 17:45:00,-122.38005650825454,47.66489466539406,1,1,0,0,0,0,0,0,0,0,3
E834025,NW DOCK PL,SHILSHOLE AVE NW,2018-08-19 09:56:00,-122.38176920641334,47.66396667037138,1,1,0,0,0,0,0,0,0,0,2
E983946,NW MARKET ST,,2019-11-15 16:25:00,-122.37487574327477,47.668651326721466,1,0,0,0,0,0,0,0,0,1,3
E910757,NW MARKET ST,,2019-04-13 19:19:00,-122.38429099868998,47.66870068727514,1,0,0,0,0,0,0,0,0,0,3
E696983,NW MARKET ST,,2017-07-31 12:52:00,-122.39327885443208,47.668648380947246,1,1,0,0,0,0,0,0,0,0,3
E820986,NW MARKET ST,,2018-07-04 12:45:00,-122.3933747014618,47.66864973287925,1,1,0,0,0,0,0,0,1,0,3
E882197,NW MARKET ST,,2019-01-12 13:45:00,-122.39434016933215,47.66865112462008,1,1,0,0,0,0,0,0,0,0,2
EA33363,NW MARKET ST,17TH AVE NW,2020-04-25 15:05:00,-122.37890687817975,47.66869065261085,1,1,0,1,0,0,0,0,0,0,3
E997516,NW MARKET ST,24TH AVE NW,2019-08-08 01:00:00,-122.38758544642504,47.668703618682756,1,0,1,1,0,0,0,0,0,0,2
E759014,NW MARKET ST,28TH AVE NW,2018-01-15 17:27:00,-122.39287275632036,47.66865044230164,1,0,0,1,0,0,0,0,0,0,3
3747589,NW MARKET ST,32ND AVE NW,2017-02-12 13:31:00,-122.39832348157181,47.668651675705696,1,1,0,0,0,0,0,0,0,0,3
3734118,NW MARKET ST,8TH AVE NW,2017-05-03 16:34:00,-122.36618065278921,47.668669486630165,1,1,0,0,0,0,0,0,0,0,2
3796490,NW MARKET ST,8TH AVE NW,2019-10-27 21:54:00,-122.36618065374938,47.66866951403401,1,0,0,0,0,0,0,0,1,0,2
3550168,OCCIDENTAL AVE S,S MASSACHUSETTS ST,2018-09-29 21:00:00,-122.33327912629808,47.588218771429524,0,0,0,0,0,0,0,0,0,0,2
3812943,OLIVE WAY,6TH AVE,2019-07-31 19:42:00,-122.3362790162465,47.6131357793654,1,1,0,0,0,0,0,0,0,0,3
3387942,OLIVE WAY,7TH AVE,2019-11-01 19:16:00,-122.33518189891673,47.613602294286935,1,0,0,0,0,0,0,0,0,0,3
