REPORT NUMBER,PRIMARY TRAFFICWAY,INTERSECTING TRAFFICWAY,DATETIME,LONGITUDE,LATITUDE,is_dry,is_light,is_clear,is_hit_run,is_workzone,is_child,impaired,speeding,driver_16_25,driver_65_plus,severity
E816715,S MYRTLE ST,38TH AVE S,2018-06-29 17:12:00,-122.28469394107451,47.538906247885215,1,1,0,0,0,0,0,0,1,0,2
E689291,S OTHELLO ST,MARTIN LUTHER KING JR WAY S,2017-06-01 22:22:00,-122.28110529385836,47.537060802515256,1,0,0,0,0,1,0,0,0,0,1
3810743,S OTHELLO ST,MARTIN LUTHER KING JR WAY S,2018-09-18 20:16:00,-122.28127410373163,47.53705476543283,1,0,0,0,0,0,0,0,0,0,2
3756605,S OTHELLO ST         SAFEWAY THRU WY,39TH AVE SE,2017-05-12 19:00:00,-122.2826638209331,47.53775248599511,0,1,0,1,0,0,0,0,0,0,3
3810958,S PLUM ST,25TH AVE S,2018-08-16 08:57:00,-122.30034415797368,47.58547383408452,1,1,0,0,0,0,0,0,0,0,3
3752784,S PORTLAND ST,5TH AVE S,2019-06-03 07:57:00,-122.32814855696223,47.533409529148734,1,1,0,0,0,0,0,0,0,0,1
3857204,S ROYAL BROUGHAM WAY,4TH AVE S,2020-02-07 07:06:00,-122.3290563966893,47.592431089951255,0,0,0,1,0,0,0,0,0,0,3
3702047,S SPOKANE ST,,2017-10-16 16:30:00,-122.34469873353838,47.571491213792996,1,1,0,0,0,0,0,0,0,0,3
E709130,S SPOKANE ST,,2017-08-31 08:39:00,-122.3395800012557,47.57165171106181,0,1,0,0,0,0,0,0,0,0,2
3815245,S SPOKANE ST,1ST AVE S,2019-01-27 17:30:00,-122.33421964455479,47.57137045465661,1,0,0,0,0,0,0,0,1,0,3
E855995,S THISTLE ST,,2018-10-11 15:10:00,-122.27264242516972,47.527905217286886,1,1,0,0,0,0,0,0,0,0,3
E674144,S THISTLE ST,CHIEF SEALTH TRAIL,2017-05-21 14:30:00,-122.28084889364007,47.5278708531509,1,1,0,0,0,1,0,0,0,0,3
3814327,S WASHINGTON ST,16TH AVE S,2018-10-24 18:33:00,-122.31156716524792,47.600851804190725,1,0,0,0,0,0,0,0,1,0,2
E837117,S WELLER ST,,2018-09-04 08:40:00,-122.31805909530446,47.59749983750454,1,1,0,0,0,0,0,0,0,0,1
3613274,SAND POINT WAY NE,NE NOAA DR,2018-05-17 07:22:00,-122.26496357329746,47.686097844138985,1,1,0,0,0,0,0,0,0,0,3
EA48011,SEATTLE BLVD S,4TH AVE S,2020-07-13 14:25:00,-122.3290728479849,47.59649849117968,1,1,1,0,0,0,0,0,0,1,3
3754152,SEAVIEW AVE NW,,2018-01-14 04:30:00,-122.40611168680074,47.67764230981021,1,0,0,0,0,0,0,0,1,0,3
E805916,SENECA ST,8TH AVE,2018-04-24 06:47:00,-122.32978905788465,47.60937460759356,1,1,0,0,0,0,0,0,0,0,3
3856966,SEWARD PARK AVE S,,2020-02-27 17:23:00,-122.2628116819284,47.52038123805712,1,1,1,0,0,0,0,0,0,0,2
3764739,SEWARD PARK AVE S,,2017-10-26 13:39:00,-122.26479760893069,47.52650972415972,1,1,0,0,0,0,0,0,0,1,3
E663380,SEWARD PARK AVE S,,2017-04-18 17:23:00,-122.26718166467522,47.534747510629764,1,1,0,0,0,0,0,0,0,0,3
3810684,SEWARD PARK AVE S,,2018-07-29 16:54:00,-122.2646154183058,47.523861382017934,1,1,0,0,0,0,0,0,0,0,3
3806907,SEWARD PARK AVE S,S WILLOW ST,2019-08-27 17:07:00,-122.26603140138657,47.54069160674982,1,1,0,0,0,0,0,0,0,0,3
EA46072,SHILSHOLE AVE NW,,2020-06-20 15:01:00,-122.38641894547044,47.667636942386615,1,1,0,0,0,0,0,0,0,0,3
E924769,SHILSHOLE AVE NW,,2019-05-15 17:25:00,-122.38655227662274,47.66772595707444,0,1,0,1,0,0,0,0,0,0,3
3753632,SPRING ST,3RD AVE,2017-10-30 17:23:00,-122.33471387632913,47.6063456501159,1,1,0,0,0,0,0,0,0,0,2
E684322,STEWART ST,,2017-06-22 09:45:00,-122.34080403955669,47.61065580409213,1,1,0,0,0,0,0,0,0,0,4
3812058,STEWART ST,ALLEY,2018-05-01 14:18:00,-122.3330760031651,47.61669246015434,1,1,0,0,0,0,0,0,0,0,3
3785298,STEWART ST,ALLEY NE OF MINOR AVE,2016-09-19 18:45:00,-122.33143147218706,47.61798382199426,1,0,0,1,0,0,0,0,0,0,3
3805859,STEWART ST,DENNY WAY,2019-06-28 19:28:00,-122.33071624007492,47.61850373974231,1,1,0,0,0,0,0,0,0,0,3
3811438,STEWART ST,DENNY WAY,2018-10-02 07:28:00,-122.33071624007492,47.61850373974231,1,1,0,0,0,0,0,0,0,0,3
EA20404,STEWART ST,MINOR AVE,2020-02-27 14:47:00,-122.33188429360476,47.61761680045254,1,1,1,0,0,0,0,0,0,0,3
3736617,STEWART ST,WESTLAKE AVE,2016-10-11 15:00:00,-122.33745025791987,47.61329580533099,1,1,0,0,0,0,0,0,0,0,2
3732573,STEWART ST,YALE AVE N,2017-04-12 06:15:00,-122.33042092472763,47.61873401076699,0,0,0,0,0,0,0,0,0,0,3
EA23339,STONE AVE N,,2020-01-31 17:49:00,-122.34226660006279,47.7235671096526,0,0,0,1,0,0,0,0,0,0,2
E824172,STONE WAY N,,2018-07-28 19:55:00,-122.3427087637599,47.64972922516219,1,1,0,0,0,0,0,0,0,0,2
E712167,STONE WAY N,,2017-09-12 11:47:00,-122.34266335376378,47.650668969296234,1,1,0,0,0,0,0,0,0,0,3
E819106,STONE WAY N,,2018-07-16 07:17:00,-122.3426535865063,47.65086292273118,1,1,0,0,0,0,0,0,0,0,2
EA18448,STONE WAY N,,2020-02-26 08:36:00,-122.34265768242062,47.65078188903447,1,1,0,0,0,0,0,0,0,0,2
E798588,STONE WAY N,,2018-05-03 18:10:00,-122.34263546656089,47.651222510551115,1,1,0,0,0,0,0,0,0,0,3
3810454,STONE WAY N,,2019-04-04 16:14:00,-122.34173760556104,47.66260452683805,1,1,0,0,0,0,0,0,0,0,2
3836230,STONE WAY N,,2020-02-26 16:34:00,-122.34241830587175,47.655785560831305,1,1,0,0,0,0,0,0,0,0,2
E595302,STONE WAY N,N 35TH ST,2016-10-03 18:07:00,-122.34272189632516,47.649454249386764,1,1,0,0,0,0,0,0,0,0,3
E587424,STONE WAY N,N 35TH ST,2016-09-21 09:07:00,-122.34272189632516,47.649454249386764,1,1,0,0,0,0,0,0,0,0,3
E611260,STONE WAY N,N 35TH ST,2016-11-18 07:33:00,-122.342721854822,47.64945422262289,1,1,0,0,0,0,0,0,0,0,3
3705967,STONE WAY N,N 36TH ST,2018-10-11 08:41:00,-122.34267140718612,47.65050876857602,1,1,0,0,0,0,0,0,0,1,2
E779044,STONE WAY N,N 38TH ST,2018-03-07 07:50:00,-122.34256138109531,47.65269077341208,1,1,0,0,0,0,0,0,0,0,3
E968827,STONE WAY N,N 39TH ST,2019-10-08 12:32:00,-122.34250214587557,47.654120358917304,0,1,0,0,0,0,0,0,0,0,2
E955546,STONE WAY N,N 40TH ST,2019-08-27 21:28:00,-122.34243439107686,47.65537174348698,1,0,0,0,0,0,0,0,0,0,2
E717104,STONE WAY N,N 43RD ST,2017-09-28 09:38:00,-122.34225449480167,47.659163745347634,1,1,0,0,0,0,0,0,0,0,3
E762758,STONE WAY N,N 49TH ST,2018-01-22 10:52:00,-122.34075052161306,47.66428075978329,1,1,0,0,0,0,0,0,1,0,3
3747969,STONE WAY N,N 49TH ST,2017-09-12 17:50:00,-122.34075052161306,47.66428075978329,1,1,0,0,0,0,0,0,1,0,2
E990248,SUMMIT AVE,E PINE ST,2019-12-04 08:27:00,-122.32552417607668,47.61524676553936,0,1,0,0,0,0,0,0,0,0,2
EA54827,SUMMIT AVE,SPRING ST,2020-08-12 11:00:00,-122.32359719865852,47.61095777799763,1,1,1,0,1,0,0,0,1,0,2
E879016,SW ADMIRAL WAY,,2018-12-22 15:00:00,-122.37813873613533,47.58107853576939,1,1,0,1,0,0,0,0,0,0,3
3782622,SW ADMIRAL WAY,ALLEY W OF 60TH AVE SW,2018-04-11 09:13:00,-122.41010164893372,47.57591877335099,1,1,0,1,0,0,0,0,0,0,2
3742331,SW ALASKA ST,40TH AVE SW,2018-04-25 07:07:00,-122.38281937349177,47.561053427274295,1,0,0,0,0,0,0,0,0,0,3
3744329,SW ALASKA ST,42ND AVE SW,2017-09-01 17:42:00,-122.38545353995717,47.56104277000973,1,1,0,0,0,0,0,0,0,0,2
EA48590,SW ANDOVER ST,BEACH DR SW,2020-04-26 19:40:00,-122.40916698333031,47.56853770237513,1,0,0,1,0,0,0,0,0,0,3
3739471,SW ANDOVER ST,DELRIDGE WAY SW,2017-08-17 06:56:00,-122.36329999044426,47.568358760136654,1,1,0,0,0,0,0,0,0,0,2
3752449,SW AVALON WAY,35TH AVE SW,2019-02-19 14:27:00,-122.37618605219573,47.56407276872007,0,1,0,0,0,0,0,0,0,0,3
3856468,SW AVALON WAY,35TH AVE SW,2020-06-01 12:25:00,-122.37618605123232,47.56407274131492,1,1,0,0,0,0,0,0,0,0,3
E631988,SW AVALON WAY,35TH AVE SW,2016-12-14 19:45:00,-122.37618605219573,47.56407276872007,1,0,0,0,0,0,0,0,0,0,3
3856413,SW AVALON WAY,SW YANCY ST,2020-04-11 19:29:00,-122.37087279247997,47.56760525610787,1,0,1,0,0,0,0,0,0,0,2
3745433,SW BARTON ST,25TH AVE SW,2018-03-02 07:09:00,-122.36456656501316,47.52104047104437,0,1,0,0,0,0,0,0,0,0,2
E671115,SW BRADFORD ST ALLEY,,2017-05-14 18:45:00,-122.38612950589669,47.56928281165498,1,1,0,0,0,1,0,0,0,0,3
3752814,SW COLLEGE ST,ALLEYWAY WEST OF CALIFORNIA AVE SW,2019-06-05 15:30:00,-122.38712026843363,47.58301565354268,1,1,0,0,0,1,0,0,0,0,3
3752564,SW DAWSON ST,18TH AVE SW,2019-05-08 13:55:00,-122.35706463561957,47.555741152771816,1,1,0,0,0,0,0,0,0,0,3
E599431,SW GENESEE ST,47TH AVE SW,2016-10-20 07:40:00,-122.39214482834193,47.56473544016838,0,0,0,0,0,0,0,0,0,0,2
3752940,SW GRAHAM ST,CALIFORNIA AVE SW,2019-07-19 17:54:00,-122.38719842495107,47.54670648448405,1,1,0,1,0,0,0,0,0,0,2
3742066,SW HILL ST,47TH AVE SW,2018-05-15 08:28:00,-122.3917430692955,47.58547469657523,1,1,0,0,0,0,0,0,1,0,2
3742375,SW HINDS ST,61ST AVE SW,2018-06-08 06:43:00,-122.41089320348107,47.57409561070102,1,1,0,0,0,0,1,0,0,0,3
3373084,SW HOLDEN ST,16TH AVE SW,2017-11-07 11:59:00,-122.35506138735518,47.5336794567987,1,1,0,1,0,0,0,0,1,0,3
3726391,SW LANDER PL,,2017-08-03 07:13:00,-122.40303098294446,47.57909466362207,1,0,0,0,0,0,0,0,0,0,3
3780710,SW MANNING ST,SW ADMIRAL WAY,2016-09-20 14:55:00,-122.37122306422071,47.57148575574447,1,1,0,0,0,0,0,0,0,1,2
3752432,SW ROXBURY ST,8TH AVE SW,2019-01-18 15:38:00,-122.34539129394105,47.51733630496443,0,1,0,0,0,0,0,0,0,1,2
3744153,SW SPOKANE ST,,2017-10-04 08:05:00,-122.36949993576387,47.571608536484725,1,1,0,0,0,0,0,0,0,0,3
E676563,SW SPOKANE ST,11TH AVE SW,2017-05-25 14:10:00,-122.34878541339914,47.571435109489684,1,1,0,0,0,0,0,0,0,0,3
3733709,SW THISTLE ST,,2019-04-29 13:25:00,-122.36481106772627,47.52828030164847,1,1,0,1,0,1,1,0,0,0,3
3780737,SYLVAN WAY SW,DELRIDGE WAY SW,2016-11-03 21:25:00,-122.36128186645342,47.53657877630331,1,0,0,1,0,0,0,0,0,0,3
3739416,TAYLOR AVE N,,2016-11-01 19:59:00,-122.34626867834051,47.625191661569396,0,0,0,0,0,0,0,0,0,0,3
E987218,TERRY AVE,DENNY WAY,2019-11-22 17:49:00,-122.33723430272354,47.618537791451914,1,0,1,0,0,0,0,0,1,0,3
3746372,TERRY AVE N,MERCER ST,2017-08-25 14:35:00,-122.33712622560881,47.624538737381855,1,1,0,0,0,0,0,0,0,0,1
3785294,THOMAS ST,1ST AVE N,2016-09-18 17:42:00,-122.3554327193832,47.62095637560064,1,1,0,0,0,0,0,0,1,0,3
E791902,THOMAS ST,DEXTER AVE N,2018-04-13 17:15:00,-122.34238726015519,47.6208967426161,0,1,0,0,0,0,0,0,1,0,3
3753799,THOMAS ST,DEXTER AVE N,2018-02-28 19:08:00,-122.34238726015519,47.6208967426161,0,0,0,1,0,0,0,0,0,0,2
E772599,THOMAS ST,DEXTER AVE N,2018-02-01 18:49:00,-122.34238726015519,47.6208967426161,0,0,0,0,0,0,0,0,0,0,3
E822939,THOMAS ST EXIT ALLEY WAY,6TH AVE N,2018-07-18 02:35:00,-122.34517470707631,47.620902717846874,1,0,0,0,0,0,0,0,0,0,3
3784932,THORNDYKE AVE W,THORNDYKE PL W,2016-10-11 11:27:00,-122.38726417088162,47.639488557825665,1,1,0,0,0,0,0,0,0,1,3
E817083,UNION ST,,2018-07-05 09:15:00,-122.33734233174263,47.608573989110916,1,1,0,0,0,0,0,0,0,0,3
3578851,UNIVERSITY WAY NE,,2017-10-11 10:30:00,-122.31332392279118,47.6542011221079,1,1,0,0,0,0,0,0,0,0,2
E702795,UNIVERSITY WAY NE,,2017-08-10 13:14:00,-122.3132479099142,47.656937452416344,1,1,0,0,0,0,0,0,0,0,3
E976332,UNIVERSITY WAY NE,,2019-10-28 15:50:00,-122.3131859336562,47.659121755566595,1,1,1,1,0,0,0,0,0,0,2
3751495,UNIVERSITY WAY NE,,2018-09-21 15:05:00,-122.31312428042766,47.66170085535037,1,1,0,0,0,0,0,0,0,1,2
E649151,UNIVERSITY WAY NE,,2017-03-07 19:03:00,-122.31309537736246,47.663315287277975,0,0,0,0,0,0,0,0,0,0,3
E745680,UNIVERSITY WAY NE,,2017-12-10 16:48:00,-122.31307742747597,47.6634485474355,1,0,0,0,0,0,0,0,0,0,2
E701700,UNIVERSITY WAY NE,,2017-08-15 09:50:00,-122.31323035534139,47.6557289066596,1,1,0,0,0,0,0,0,1,0,3
3479310,UNIVERSITY WAY NE,NE 41ST ST,2019-05-06 12:10:00,-122.31325042293233,47.656853895327956,1,1,0,0,0,0,0,0,0,0,3
3751192,UNIVERSITY WAY NE,NE 42ND ST,2019-07-08 20:01:00,-122.3132050285881,47.658327023733875,1,1,0,0,0,0,0,0,1,0,2
3753962,UNIVERSITY WAY NE,NE 47TH ST,2018-05-09 21:07:00,-122.31309748108244,47.66310879076272,1,0,0,0,0,0,0,0,1,0,2
3836181,UNIVERSITY WAY NE,NE 47TH ST,2020-03-22 00:02:00,-122.3130974801497,47.66310876335837,1,0,1,0,0,0,0,0,1,0,3
3769416,UNIVERSITY WAY NE,NE CAMPUS PKWY,2018-01-25 08:23:00,-122.31327218068931,47.65598840773835,0,1,0,0,0,0,0,0,0,1,3
E984698,VALLEY ST,,2019-11-11 17:58:00,-122.33619029767246,47.62574449751858,1,0,1,0,0,0,0,0,0,0,2
E761058,VALLEY ST,TERRY AVE N,2018-01-18 15:48:00,-122.33712332293645,47.62575379814249,0,1,0,0,0,0,0,0,0,0,2
E766424,VALLEY ST,WESTLAKE AVE N,2018-01-22 09:00:00,-122.33860523363148,47.625741745397505,1,1,0,0,0,0,0,0,1,0,3
3812142,VALLEY ST,WESTLAKE AVE N,2019-07-12 18:54:00,-122.33860523363148,47.625741745397505,1,1,0,0,0,0,0,0,0,0,2
3811238,VALLEY ST,WESTLAKE AVE N,2018-11-28 04:51:00,-122.33860523363148,47.625741745397505,0,0,0,0,0,0,0,0,0,0,2
E837350,VIRGINIA ST,,2018-07-18 14:55:00,-122.34133990311739,47.61206077786669,0,1,0,1,0,0,0,0,0,0,2
E906146,VIRGINIA ST,,2019-03-13 07:05:00,-122.33693032070786,47.61548608314163,1,0,0,0,0,0,0,0,0,0,3
E774522,VIRGINIA ST,,2018-02-28 10:25:00,-122.34348022476354,47.61040878310002,0,1,0,0,0,0,0,0,0,0,3
3795975,VIRGINIA ST,4TH AVE,2019-08-21 22:45:00,-122.340074023206,47.61303666668488,1,0,0,0,0,0,1,0,1,0,3
3750606,W DRAVUS ST,,2019-04-03 14:50:00,-122.38266909781976,47.64842611908284,1,1,0,0,0,0,0,0,0,1,3
E963902,W DRAVUS ST,16TH AVE W,2019-09-17 18:06:00,-122.37752512519643,47.648459559406305,1,0,0,0,0,0,0,0,0,1,3
3465934,W ELMORE ST,GILMAN AVE W,2019-08-16 21:45:00,-122.38883849143807,47.6577351501031,1,0,0,0,0,0,0,0,0,0,3
3739935,W EMERSON PL,,2017-07-11 18:05:00,-122.38046807085061,47.65397496607514,1,1,0,0,0,0,0,0,0,0,2
3795941,W FORT ST,GILMAN AVE W,2019-05-12 13:00:00,-122.39280408755668,47.6606321868749,0,0,0,0,0,0,0,0,0,0,2
EA57185,W FORT ST,GILMAN AVE W,2020-08-18 18:53:00,-122.39280408658298,47.66063215947116,1,1,1,0,0,0,0,0,0,0,2
3750534,W FORT ST,GILMAN AVE W,2019-05-01 17:44:00,-122.39280408755668,47.6606321868749,1,1,0,0,0,0,0,0,1,0,2
EA44685,W FORT ST,GILMAN AVE W,2020-07-02 12:20:00,-122.39280408658298,47.66063215947116,1,1,0,0,0,0,0,0,0,1,2
3784931,W GALER ST,1ST AVE W,2016-09-16 12:08:00,-122.35835415394084,47.632316896848245,1,1,0,0,0,0,0,0,0,0,2
E661287,W GARFIELD ST,BIKE PATH,2017-03-31 13:00:00,-122.37910500063094,47.633278617544896,1,1,0,0,0,0,0,0,1,0,2
E684591,W GREEN LAKE WAY N,,2017-06-21 18:02:00,-122.34170838997149,47.67024707963394,1,1,0,0,0,0,0,0,0,0,2
E970609,W GREEN LAKE WAY N,E GREEN LAKE WAY N,2019-10-09 09:35:00,-122.3400050679569,47.6694438299508,1,1,0,0,0,0,0,0,0,0,3
E815945,W GREEN LAKE WAY N,LOWER WOODLAND PARK,2018-07-08 13:57:00,-122.34261416337998,47.67049973769683,1,1,0,0,0,0,0,0,0,0,3
E831990,W JOHN ST,QUEEN ANNE AVE N,2018-08-25 00:03:00,-122.35676326213877,47.61977273985057,1,0,0,0,0,0,0,0,0,0,3
3745946,W MARGINAL WAY SW,,2018-08-13 08:48:00,-122.35352154688307,47.56655048926387,1,1,0,0,0,0,0,0,0,0,3
3747139,W MARGINAL WAY SW,,2019-10-11 16:00:00,-122.35189067738769,47.56189687144598,1,1,0,0,0,0,0,0,1,0,2
3745640,W MARGINAL WAY SW,,2018-08-11 11:23:00,-122.34336713656079,47.54133470027625,1,1,0,1,0,0,0,0,0,0,3
3745962,W MARGINAL WAY SW,,2018-07-18 17:02:00,-122.35322734589009,47.565730772989696,1,1,0,0,0,0,0,0,0,0,2
E785124,W MCGRAW ST,10TH AVE W,2018-03-13 19:34:00,-122.37028688441902,47.639595094771224,0,0,0,0,0,0,0,0,0,1,3
3820682,W MCGRAW ST,2ND AVE W,2019-09-14 08:11:00,-122.35960222617723,47.6395875461163,1,1,0,0,0,0,0,0,0,0,2
3547728,W MERCER ST,ALLEYWAY EAST OF 1ST AVE W,2019-07-07 21:32:00,-122.35743746377977,47.62457471928443,0,0,0,0,0,0,0,0,0,0,2
3812606,W MERCER ST,QUEEN ANNE AVE N,2019-01-18 17:30:00,-122.35671630119053,47.624579757657656,0,0,0,0,0,0,0,0,1,0,3
E949283,W NICKERSON ST,,2019-08-09 07:45:00,-122.37280755212386,47.655409730414355,1,1,0,1,0,0,0,0,0,0,2
E847019,W NICKERSON ST,,2018-09-13 18:13:00,-122.3711108198734,47.65444312888928,1,1,0,0,0,0,0,0,0,0,3
E802850,W NICKERSON ST,,2018-05-29 10:16:00,-122.36527773181581,47.65183388385413,1,1,0,0,0,0,0,0,0,0,2
EA43333,W NICKERSON ST,,2020-06-01 13:07:00,-122.36711171533192,47.652255002083464,1,1,1,0,0,0,0,0,0,0,3
E969641,W THOMAS ST,ALLEY E OF 3RD AVE W,2019-10-11 14:55:00,-122.36002763904872,47.62099475778618,1,1,0,1,0,0,0,0,0,0,2
3753545,W VIEWMONT WAY W,,2019-09-05 15:09:00,-122.4095744886583,47.648512348469126,1,1,0,0,0,0,0,0,0,0,3
3703915,WALL ST,,2018-06-05 21:02:00,-122.35070346359893,47.613171611692835,1,0,0,0,0,0,0,0,0,0,3
EA15327,WARREN AVE N,FLORENTIA ST,2020-02-03 08:16:00,-122.3545133553621,47.64689312870828,1,1,1,0,0,0,0,0,0,0,2
EA40647,WESTERN AVE,,2020-06-10 16:17:00,-122.34506496897305,47.611370036626,1,1,0,0,0,0,0,0,0,0,3
3746200,WESTERN AVE,,2017-04-13 17:18:00,-122.34034233554429,47.60751239320922,1,1,0,0,0,0,0,0,0,0,2
E732758,WESTERN AVE,BAY ST,2017-10-31 16:21:00,-122.3560136992773,47.61782316888588,1,1,0,0,0,0,0,0,0,1,2
E789393,WESTERN AVE,SPRING ST,2018-04-11 15:33:00,-122.338036203781,47.60493568780908,0,1,0,0,0,0,0,0,1,0,2
3753476,WESTERN AVE,VIRGINIA ST,2017-05-09 17:34:00,-122.34362566547199,47.610297243228366,1,1,0,0,0,0,0,0,0,1,3
3812038,WESTERN AVE,WALL ST,2018-05-01 05:28:00,-122.34960321219488,47.61402474119544,1,1,0,1,0,0,0,0,0,0,3
E942748,WESTLAKE AVE,,2017-07-17 08:50:00,-122.33758870564616,47.614024413829995,1,1,0,0,0,0,0,0,0,0,3
E593027,WESTLAKE AVE,,2016-09-22 19:59:00,-122.33753992636669,47.614266887122355,1,0,0,0,0,0,0,0,1,0,3
E699551,WESTLAKE AVE,,2017-07-31 06:34:00,-122.33819323714565,47.61699211599325,1,1,0,0,0,0,0,0,1,0,3
3644335,WESTLAKE AVE N,,2018-03-22 15:42:00,-122.34312294210373,47.64189797951907,1,1,0,0,0,0,0,0,0,0,2
3740405,WESTLAKE AVE N,,2017-03-30 17:39:00,-122.33842358441679,47.62352653017866,1,1,0,0,0,0,0,0,0,0,3
3753415,WESTLAKE AVE N,9TH AVE N,2017-09-10 07:50:00,-122.33969345984887,47.626944482776224,1,1,0,0,0,0,0,0,0,0,2
E954917,WESTLAKE AVE N,REPUBLICAN ST,2019-08-26 12:08:00,-122.33846230186461,47.62321679152912,1,1,0,0,0,0,0,0,0,0,2
E862204,WESTLAKE AVE N,REPUBLICAN ST,2018-11-09 09:04:00,-122.33846230186461,47.62321679152912,1,1,0,0,0,0,0,0,0,0,3
3812364,WESTLAKE AVE N,VALLEY ST,2018-08-03 07:57:00,-122.33860523363148,47.625741745397505,0,1,0,0,0,0,0,0,0,1,2
3851941,WESTLAKE AVE N,VALLEY ST,2020-04-02 08:30:00,-122.33860523552191,47.62574180020681,1,1,1,1,0,0,0,0,0,0,2
3857228,WILSON AVE S,,2020-06-14 16:16:00,-122.2641168624807,47.54439721707394,1,1,1,0,0,0,0,0,0,0,2
EA42948,WILSON AVE S,S GRAHAM ST,2020-06-25 18:45:00,-122.26373514051485,47.546047295510164,1,1,1,1,0,1,0,0,0,0,2
E774854,WILSON AVE S,SEWARD PARK AVE S,2018-02-11 13:38:00,-122.26408462714467,47.54456145784669,1,1,0,0,0,0,0,0,0,0,2
3479368,WJITMAN CT NE,,2019-10-31 18:00:00,-122.30418869895915,47.65850176087846,1,1,0,0,0,0,0,0,1,0,3
E836183,WOODLAND PARK AVE N,N 35TH ST,2018-09-07 13:13:00,-122.34402836922341,47.649634731952304,1,1,0,0,0,0,0,0,0,0,3
E840106,WOODLAND PARK AVE N,N 44TH ST,2018-09-02 14:00:00,-122.34459746754976,47.65995501751988,1,1,0,1,0,0,0,0,0,0,2
E985995,WOODLAWN AVE NE,2ND AVE NE,2019-11-23 09:49:00,-122.32724051111755,47.67759179983342,1,1,0,0,0,0,0,0,0,1,2
E689466,WOODLAWN AVE NE,NE RAVENNA BLVD,2017-06-26 11:51:00,-122.32480925753858,47.67903264726399,1,1,0,0,0,1,0,0,0,0,2
E885576,YALE AVE N,FAIRVIEW AVE N,2019-01-18 11:26:00,-122.33087131561432,47.62876577503238,1,1,0,0,0,0,0,0,0,0,3
3806050,YESLER WAY,8TH AVE,2019-11-25 08:27:00,-122.32248500139825,47.60169576826439,0,1,1,0,0,0,0,0,0,0,3
E973706,YESLER WAY,JAMES ST,2019-10-11 13:18:00,-122.33366115922864,47.601747785915755,1,1,0,0,0,0,0,0,0,0,1
E704357,YESLER WAY,WESTERN AVE,2017-08-09 08:53:00,-122.33551624222298,47.60174779742292,1,1,0,0,0,0,0,0,0,0,1
E732390,YESLER WAY,WESTERN AVE,2017-10-24 17:10:00,-122.33551624222298,47.60174779742292,1,1,0,0,0,0,0,0,0,0,3
3754225,YESLER WAY,WESTERN AVE,2018-04-10 09:08:00,-122.33551624222298,47.60174779742292,0,1,0,0,0,0,0,0,0,0,3
E592541,YUKON AVE S,S HENDERSON ST,2016-10-06 14:39:00,-122.27703182095263,47.5233288853629,1,1,0,0,0,0,0,0,0,0,2
3479330,WALLA WALLA RD NE,NE WAHKIAKUM RD,2019-09-28 11:55:00,-122.29982891099142,47.65545130671356,1,1,0,0,0,0,0,0,1,0,2
E925730,WESTLAKE AVE N,HIGHLANDER,2019-05-30 12:50:00,-122.34070113974622,47.62976228470187,1,1,0,1,0,0,0,0,0,0,3
3810713,005FI16049,,2018-07-27 18:30:00,-122.30952666437496,47.54784672867736,1,1,0,1,0,0,0,0,0,0,2
E795613,005FI16812,,2018-04-23 06:59:00,-122.32205937191567,47.64688963020939,1,1,0,0,0,0,0,0,0,0,3
E948510,005LX16462,,2019-08-08 13:16:00,-122.32147704775187,47.595816980334675,1,1,0,0,0,0,0,0,1,0,3
E712158,005LX16462,,2017-09-13 17:09:00,-122.31926342194774,47.595839290000065,1,1,0,0,0,0,0,0,1,0,3
3754916,005LX16462,,2018-11-06 17:00:00,-122.31922647966326,47.59585790873462,1,0,0,0,0,0,1,0,0,0,3
3854726,005LX16938,,2020-01-06 14:30:00,-122.32080477304527,47.6613343066485,0,1,0,0,0,0,0,0,0,0,2
E716741,005LX16963,,2017-09-05 15:53:00,-122.32075249274676,47.664974871167644,1,1,0,0,0,0,0,0,0,0,3
3694027,005LX17064,,2017-03-10 15:43:00,-122.32178129595297,47.680197324216536,1,1,0,0,0,0,0,0,1,0,3
3767288,005LX17276,,2016-10-24 10:53:00,-122.33129043568111,47.70866601881082,1,1,0,1,0,0,0,0,0,0,2
3753840,005LX17276,,2019-06-12 20:30:00,-122.32865229381851,47.70866503629281,1,1,0,0,0,0,0,0,0,0,2
3754033,005LX17276,,2018-03-06 18:37:00,-122.32865358329535,47.70863872193976,1,0,0,0,0,0,0,0,1,0,3
E681956,005P116421,,2017-06-07 20:40:00,-122.32050301419889,47.59044932305904,1,1,0,0,0,0,0,0,1,0,2
E588061,005Q116597,,2016-09-22 13:43:00,-122.33260078067578,47.60912910895266,1,1,0,0,0,0,0,0,1,0,2
3812220,005Q116735,,2018-08-01 12:36:00,-122.33435093598715,47.62451065946509,1,1,0,1,0,0,0,0,0,0,3
3740150,005Q116735,,2017-07-26 07:46:00,-122.33433858342447,47.624488781003016,1,1,0,1,0,0,0,0,0,0,3
E713360,005R117004,,2017-08-31 14:14:00,-122.32287022012466,47.66133809672707,1,1,0,0,0,0,0,0,0,0,3
E760406,90,,2018-01-15 15:35:00,-122.32907712964501,47.5942379013138,1,1,0,0,0,0,0,0,0,0,3
E642711,90,,2017-02-14 17:57:00,-122.28020790555762,47.590224444017856,1,0,0,0,0,0,0,0,0,0,2
